City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,rossosh',51.1209,38.5116,52.63,74,98,14.9,RU,1698708888
367,dolores,-36.3132,-57.6792,50.9,59,69,13.18,AR,1698708889
368,lerwick,60.1545,-1.1494,44.6,57,37,21.03,GB,1698708890
369,red hill,33.9996,-79.2581,75.38,77,0,7.25,US,1698708891
370,katsuura,35.1333,140.3,57.22,59,0,6.02,JP,1698708893
371,moussoro,13.6408,16.4901,84.38,11,2,13.31,TD,1698708894
372,bhamo,24.2667,97.2333,68.83,81,53,2.39,MM,1698708895
373,razole,16.4833,81.8333,71.56,91,59,4.21,IN,1698708896
374,karpenisi,38.9167,21.7833,51.53,86,0,1.5,GR,1698708897
375,mykhaylivka,47.2724,35.2224,52.54,83,40,5.77,UA,1698708898
376,vernon,50.2581,-119.2691,48.29,50,22,1.99,CA,1698708619
377,mzimba,-11.9,33.6,68.41,66,15,10.89,MW,1698708806
378,gaspe,48.8334,-64.4819,35.51,93,100,0.0,CA,1698708647
379,hosur,12.7167,77.8167,71.51,96,100,5.66,IN,1698708903
380,kentau,43.5206,68.5094,53.04,86,100,8.68,KZ,1698708637
381,okha,53.5739,142.9478,38.26,74,66,19.62,RU,1698708905
382,iisalmi,63.5592,27.1907,15.67,98,57,1.05,FI,1698708906
383,peniche,39.3558,-9.3811,58.44,91,100,7.36,PT,1698708907
384,sabang,5.8933,95.3214,81.36,74,90,2.86,ID,1698708908
385,santiago de surco,-12.15,-77.0167,67.48,73,0,20.71,PE,1698708910
386,victorica,-36.2151,-65.4359,55.69,23,76,8.28,AR,1698708911
387,micheweni,-4.9667,39.8333,79.57,81,47,9.26,TZ,1698708912
388,nechi,8.0942,-74.7757,76.03,97,100,1.36,CO,1698708913
389,luanda,-8.8368,13.2343,77.0,83,75,3.44,AO,1698708914
390,tadine,-21.55,167.8833,71.74,59,68,10.74,NC,1698708915
391,upington,-28.4478,21.2561,62.98,59,0,13.8,ZA,1698708917
392,sechura,-5.5569,-80.8222,71.22,74,57,18.95,PE,1698708918
393,touros,-5.1989,-35.4608,79.34,77,14,21.97,BR,1698708919
394,sitka,57.0531,-135.33,48.09,81,100,6.91,US,1698708920
395,usinsk,65.9939,57.5281,16.07,81,100,7.0,RU,1698708921
396,ryotsu-minato,38.0833,138.4333,61.23,73,83,4.41,JP,1698708923
397,sainte-menehould,49.0833,4.9,51.69,96,84,12.37,FR,1698708924
398,pavlodar,52.3,76.95,42.6,87,100,11.18,KZ,1698708925
399,krusevac,43.58,21.3339,52.16,54,13,6.17,RS,1698708926
400,kapa'a,22.0752,-159.319,82.72,71,0,9.22,US,1698708872
401,palamos,41.8484,3.1291,55.29,88,33,1.01,ES,1698708929
402,smithers,54.7804,-127.1743,39.52,52,20,0.0,CA,1698708909
403,sortavala,61.7053,30.6918,23.02,98,67,4.0,RU,1698708931
404,portland,45.5234,-122.6762,63.0,41,20,16.11,US,1698708493
405,bonthe,7.5264,-12.505,79.14,85,45,5.79,SL,1698708933
406,bondowoso,-7.9135,113.8214,82.44,62,9,0.74,ID,1698708742
407,al mahwit,15.4701,43.5448,59.13,79,68,3.44,YE,1698708935
408,gorzow wielkopolski,52.7368,15.2288,53.83,84,100,1.99,PL,1698708936
409,ponta delgada,37.7333,-25.6667,66.92,72,20,9.22,PT,1698708938
410,kimbe,-5.5502,150.1429,77.83,91,100,3.13,PG,1698708939
411,coahuayana de hidalgo,18.7,-103.6583,81.37,84,33,4.07,MX,1698708924
412,salinopolis,-0.6136,-47.3561,82.83,77,3,16.2,BR,1698708941
413,kalmunai,7.4167,81.8167,76.21,90,90,3.47,LK,1698708942
414,cide,41.8921,33.0044,67.98,74,3,4.18,TR,1698708943
415,sittwe,20.15,92.9,76.51,89,21,5.35,MM,1698708945
416,tirumullaivasal,11.2333,79.8333,77.54,85,100,6.24,IN,1698708946
417,tralee,52.2704,-9.7026,51.53,81,13,8.1,IE,1698708947
418,saipan,15.1355,145.701,83.1,94,75,14.97,MP,1698708948
419,songling,31.1933,120.7176,68.16,74,0,5.88,CN,1698708950
420,antalaha,-14.9003,50.2788,72.57,91,96,6.4,MG,1698708951
421,kodinar,20.7903,70.7031,76.68,45,16,6.22,IN,1698708952
422,rio grande,-32.035,-52.0986,68.11,92,100,13.82,BR,1698708953
423,korla,41.7597,86.1469,57.02,44,19,4.41,CN,1698708955
424,uliastay,47.7417,96.8444,30.29,79,88,5.79,MN,1698708956
425,alofi,-19.0595,-169.9187,82.29,61,75,12.66,NU,1698708957
426,kisii,-0.6817,34.7667,58.33,85,77,4.07,KE,1698708958
427,igarka,67.4667,86.5833,0.93,96,96,3.11,RU,1698708881
428,vuktyl,63.8567,57.3094,19.11,92,99,8.01,RU,1698708960
429,san andres,12.5847,-81.7006,84.22,84,20,4.61,CO,1698708961
430,fale old settlement,-9.3852,-171.2468,83.48,77,67,16.69,TK,1698708963
431,magong,23.5654,119.5863,76.39,79,99,25.59,TW,1698708964
432,playas,-2.6333,-80.3833,74.7,83,99,11.34,EC,1698708965
433,mahina,-17.5065,-149.489,83.97,70,75,10.36,PF,1698708864
434,kailua-kona,19.6406,-155.9956,87.51,72,20,12.66,US,1698708696
435,sibolga,1.7427,98.7792,76.41,89,98,1.99,ID,1698708968
436,inari,68.906,27.0288,14.2,91,100,4.38,FI,1698708969
437,paracuru,-3.41,-39.0306,82.11,75,74,10.98,BR,1698708742
438,morondava,-20.2833,44.2833,73.0,74,6,5.66,MG,1698708972
439,swan hill,-35.3378,143.5544,61.47,27,1,9.53,AU,1698708973
440,mount pearl,47.5166,-52.7813,34.95,87,100,1.01,CA,1698708974
441,turkmenbasy,40.0222,52.9552,50.77,66,0,4.61,TM,1698708975
442,ta`u,-14.2336,-169.5144,80.49,80,30,25.39,AS,1698708858
443,waingapu,-9.6567,120.2641,83.8,68,7,9.37,ID,1698708697
444,dhandhuka,22.3667,71.9833,77.67,34,2,6.24,IN,1698708979
445,moshkovo,55.3053,83.6104,22.48,80,100,9.53,RU,1698708980
446,hinton,53.4001,-117.5857,37.26,90,99,4.05,CA,1698708941
447,khanty-mansiysk,61.0042,69.0019,12.31,79,20,1.99,RU,1698708877
448,hwangju-up,38.6703,125.7761,58.48,79,3,6.62,KP,1698708983
449,san luis de la loma,17.2706,-100.8939,79.63,97,40,1.77,MX,1698708841
450,joroinen,62.1782,27.8317,24.53,94,64,2.1,FI,1698708985
451,vila franca do campo,37.7167,-25.4333,66.61,99,22,7.99,PT,1698708934
452,pobugskoye,48.1658,30.5927,55.96,68,76,10.4,UA,1698708989
453,punta del este,-34.9667,-54.95,56.88,77,75,9.22,UY,1698708990
454,baki,-7.6128,110.7839,82.02,69,30,2.91,ID,1698708991
455,petropavlovsk-kamchatsky,53.0452,158.6483,39.79,82,0,11.18,RU,1698708992
456,mount gambier,-37.8333,140.7667,55.94,49,80,9.86,AU,1698708993
457,ivanava,52.1451,25.5365,50.32,92,99,7.7,BY,1698708995
458,sosnogorsk,63.6023,53.8817,21.54,85,91,10.0,RU,1698708996
459,arar,30.9753,41.0381,68.02,45,40,3.44,SA,1698708949
460,tolanaro,-25.0319,46.9987,75.27,88,75,0.0,MG,1698708888
461,hotan,37.0997,79.9269,55.0,20,0,3.96,CN,1698708999
462,ghormach,35.7306,63.7826,65.68,32,90,7.29,AF,1698709000
463,eufaula,31.8913,-85.1455,77.04,64,0,4.61,US,1698709001
464,nalut,30.3333,10.85,74.01,21,88,10.38,LY,1698709002
465,nova vicosa,-17.8919,-39.3719,76.28,75,95,13.58,BR,1698709004
466,santa eularia des riu,38.9846,1.5341,68.9,51,0,9.22,ES,1698709005
467,san pedro,14.35,121.0167,83.32,77,40,5.01,PH,1698709006
468,arcos de la frontera,36.7508,-5.8106,59.95,82,100,1.43,ES,1698709007
469,aleksandrovsk-sakhalinskiy,50.8975,142.1561,36.57,62,96,16.02,RU,1698709008
470,malyye derbety,47.9547,44.6808,49.41,72,88,8.88,RU,1698709009
471,donggongon,5.907,116.1015,76.93,88,20,5.99,MY,1698709010
472,beau vallon,-20.4189,57.6953,75.43,88,40,5.75,MU,1698709012
473,aden,12.7794,45.0367,78.87,73,100,11.12,YE,1698709014
474,filadelfia,39.9523,-75.1638,56.16,88,100,6.91,US,1698708893
475,mahibadhoo,3.7833,72.9667,80.8,76,33,5.12,MV,1698708924
476,yeniseysk,58.4497,92.1703,15.94,88,1,3.0,RU,1698709017
477,hafar al-batin,28.4328,45.9708,70.38,35,0,0.0,SA,1698709018
478,vanimo,-2.6741,141.3028,80.65,81,94,15.95,PG,1698709020
479,sandnessjoen,66.0217,12.6316,28.51,80,0,10.36,NO,1698708879
480,ust'-barguzin,53.45,108.9833,20.89,61,14,4.32,RU,1698709022
481,khasab,26.1799,56.2477,83.05,57,32,2.77,OM,1698709023
482,el alto,-4.2714,-81.2147,71.26,88,95,16.82,PE,1698709024
483,watampone,-4.5386,120.3279,81.84,78,67,6.62,ID,1698709026
484,yampil',51.95,33.7833,49.39,85,69,7.49,UA,1698709027
485,soio,-6.1349,12.3689,78.55,87,29,10.74,AO,1698709028
486,samarinda,-0.5,117.15,80.83,83,4,1.1,ID,1698709030
487,mogadishu,2.0371,45.3438,79.47,79,39,4.65,SO,1698708925
488,nykvarn,59.8,18.3,46.81,97,100,9.57,SE,1698709033
489,stjordalshalsen,63.4681,10.9262,17.6,93,0,5.75,NO,1698709034
490,aberdeen,57.1437,-2.0981,43.29,72,75,5.75,GB,1698709035
491,hyesan,41.4017,128.1778,51.42,70,22,1.95,KP,1698709037
492,mount isa,-20.7333,139.5,87.57,51,40,8.05,AU,1698708930
493,ilhabela,-23.7781,-45.3581,75.15,94,100,6.08,BR,1698709039
494,areia branca,-4.9561,-37.1369,78.76,75,30,20.74,BR,1698709040
495,greymouth,-42.4667,171.2,54.97,77,97,12.01,NZ,1698709041
496,el bolson,-41.9667,-71.5167,37.26,97,100,1.95,AR,1698709043
497,jacmel,18.2342,-72.5347,85.84,90,42,1.43,HT,1698709044
498,ouesso,1.6136,16.0517,74.61,83,76,2.62,CG,1698709045
499,timimoun,29.2639,0.231,77.38,19,0,4.61,DZ,1698709046
500,poronaysk,49.2167,143.1167,48.51,70,42,7.27,RU,1698709047
501,tabas,33.5959,56.9244,69.42,38,100,12.17,IR,1698708907
502,camayenne,9.535,-13.6878,82.49,83,40,9.22,GN,1698709050
503,forster,-32.1667,152.5167,88.29,34,61,5.08,AU,1698709051
504,embarcacion,-23.209,-64.096,76.44,69,90,7.25,AR,1698709052
505,san vicente de canete,-13.0751,-76.3835,67.69,84,73,4.09,PE,1698709053
506,ust'-kalmanka,52.1207,83.305,46.54,87,100,10.11,RU,1698709055
507,umm kaddadah,13.6017,26.6876,84.92,24,90,12.24,SD,1698709056
508,mar del plata,-38.0023,-57.5575,54.09,58,0,12.66,AR,1698709057
509,holualoa,19.6228,-155.9522,82.87,73,20,12.66,US,1698709059
510,ust'-ilimsk,58.0006,102.6619,14.43,94,54,4.0,RU,1698709060
511,yelan'-koleno,51.1523,41.2306,52.23,74,100,17.02,RU,1698709062
512,kapit,2.0167,112.9333,76.1,97,100,1.66,MY,1698709063
513,paragominas,-2.9667,-47.4833,83.62,57,77,7.52,BR,1698709064
514,nanao,37.05,136.9667,66.18,75,27,2.98,JP,1698709065
515,codrington,-38.2667,141.9667,56.1,52,52,12.59,AU,1698708903
516,kievka,50.2619,71.5514,41.32,85,100,15.14,KZ,1698709067
517,amahai,-3.3333,128.9167,84.13,67,69,1.21,ID,1698709069
518,zaozersk,69.4005,32.4476,20.28,94,100,8.52,RU,1698709070
519,east ballina,-28.8667,153.5833,86.79,48,0,9.69,AU,1698709071
520,broken hill,-31.95,141.4333,60.78,44,83,16.04,AU,1698708973
521,gaigeturi,33.4644,126.3183,60.85,51,0,5.75,KR,1698709073
522,przysucha,51.3586,20.6289,51.49,81,94,8.57,PL,1698709074
523,hammerfest,70.6634,23.6821,34.25,86,40,8.05,NO,1698709076
524,savanna-la-mar,18.219,-78.1332,84.15,83,78,4.32,JM,1698709077
525,firuzabad,28.8438,52.5707,62.15,61,32,2.82,IR,1698709078
526,carlsbad,33.1581,-117.3506,83.86,34,0,11.5,US,1698709079
527,lezignan-corbieres,43.1976,2.7614,54.21,80,83,4.36,FR,1698709080
528,kerema,-7.9631,145.7785,81.66,83,97,1.61,PG,1698709081
529,zemio,5.0314,25.1361,71.71,89,78,2.57,CF,1698709083
530,bengkulu,-3.8004,102.2655,75.16,87,87,1.88,ID,1698708904
531,conception bay south,47.4999,-52.9981,35.55,89,93,5.7,CA,1698709085
532,callao,-12.0667,-77.15,68.29,73,0,20.71,PE,1698708890
533,jordanow,49.6493,19.8298,57.97,61,100,13.27,PL,1698709087
534,la tuque,47.4334,-72.7824,34.05,100,100,2.3,CA,1698709088
535,tarakan,3.3,117.6333,78.12,86,99,3.65,ID,1698709089
536,novodvinsk,64.4165,40.8122,16.79,97,45,4.03,RU,1698709091
537,usogorsk,63.4106,48.6872,25.66,83,100,2.37,RU,1698709092
538,geraldton,-28.7667,114.6,70.21,28,0,6.91,AU,1698709093
539,bardai,11.65,7.2333,77.22,25,94,7.63,NG,1698709094
540,prince rupert,54.3161,-130.3201,44.69,71,0,5.75,CA,1698708972
541,pecos,31.4229,-103.4932,47.23,42,100,0.0,US,1698709097
542,qarqaraly,49.4058,75.4742,42.3,90,100,12.57,KZ,1698709098
543,dunedin,-45.8742,170.5036,68.07,72,100,5.01,NZ,1698709099
544,kill devil hills,36.0307,-75.676,73.98,79,0,13.8,US,1698709100
545,tecax,20.2,-89.2833,81.91,58,50,6.38,MX,1698709101
546,nova zagora,42.4833,26.0167,55.67,77,0,2.93,BG,1698709102
547,aswan,24.0934,32.907,79.75,35,0,9.66,EG,1698709104
548,mochudi,-24.4167,26.15,54.19,69,100,12.57,BW,1698708966
549,dryden,49.7833,-92.7503,26.89,86,75,3.44,CA,1698708921
550,as samawah,31.332,45.2944,78.1,33,68,7.27,IQ,1698709107
551,zhmerynka,49.037,28.112,54.25,49,31,8.32,UA,1698709108
552,tahmoor,-34.2167,150.5833,79.25,29,32,14.52,AU,1698709109
553,dossor,47.5272,52.9811,42.1,76,25,6.91,KZ,1698709110
554,arkhangel'sk,64.5401,40.5433,17.13,97,97,5.84,RU,1698709111
555,mariental,-24.6333,17.9667,67.68,12,0,9.04,NA,1698709113
556,aras-asan,8.8908,126.3033,82.09,70,75,1.72,PH,1698709114
557,villa dolores,-31.9459,-65.1896,62.29,34,39,8.21,AR,1698709115
558,minas de marcona,-15.2119,-75.1103,69.03,56,26,4.45,PE,1698709116
559,melo,-32.3667,-54.1833,58.17,98,100,16.11,UY,1698709117
560,santa ana de yacuma,-13.75,-65.4333,87.75,62,84,11.5,BO,1698709118
561,new norfolk,-42.7826,147.0587,55.71,45,40,12.48,AU,1698709120
562,waslala,13.2333,-85.3833,72.43,98,95,0.92,NI,1698709121
563,beni mellal,32.3373,-6.3498,67.19,56,98,2.55,MA,1698709122
564,mammoth lakes,37.6485,-118.9721,57.92,9,0,10.36,US,1698709002
565,road town,18.4167,-64.6167,82.49,83,40,8.05,VG,1698709124
566,thunder bay,48.4001,-89.3168,28.38,50,75,2.3,CA,1698709059
567,kruisfontein,-34.0033,24.7314,51.37,89,0,6.24,ZA,1698708927
568,plettenberg bay,-34.0527,23.3716,53.92,77,0,8.21,ZA,1698709127
569,bereznik,62.8551,42.7072,21.85,85,68,2.91,RU,1698709128
570,soverato marina,38.685,16.5499,69.75,91,49,5.41,IT,1698709130
571,fort portal,0.6617,30.2748,60.21,86,73,4.16,UG,1698709131
572,inhambane,-23.865,35.3833,67.96,71,98,13.04,MZ,1698709132
573,baruun-urt,46.6806,113.2792,20.14,85,17,3.96,MN,1698709133
574,sebastopol,44.6,33.5333,62.51,69,1,7.02,UA,1698709134
575,north vancouver,49.3164,-123.0693,56.05,67,0,9.22,CA,1698708905
576,praia,14.9215,-23.5087,79.34,73,40,9.22,CV,1698709136
577,alnwick,55.4132,-1.7056,46.62,87,100,5.75,GB,1698709137
